mode,priority,category,d,ranked,winner,winnerName,cls,btk,damage,mechTtk,triggerTtk,beamIndex,buildPoints,exhaustive
"MP","fastest","Assault Rifle",21,11,"tr7","TR-7","Assault Rifle",3,35.22,167,196,"4.841",90,true
"MP","fastest","Assault Rifle",25,11,"tr7","TR-7","Assault Rifle",4,26.05,250,285,"4.975",90,true
"MP","fastest","Assault Rifle",30,11,"tr7","TR-7","Assault Rifle",4,26.05,250,292,"5.143",90,true
"MP","fastest","Assault Rifle",31,11,"tr7","TR-7","Assault Rifle",4,26.05,250,293,"5.177",90,true
"MP","fastest","Assault Rifle",35,11,"tr7","TR-7","Assault Rifle",4,26.05,250,299,"5.311",90,true
"MP","fastest","Assault Rifle",36,11,"tr7","TR-7","Assault Rifle",4,26.05,250,301,"5.344",100,true
"MP","fastest","Assault Rifle",37,11,"tr7","TR-7","Assault Rifle",4,26.05,250,302,"5.378",100,true
"MP","fastest","Assault Rifle",40,11,"tr7","TR-7","Assault Rifle",4,26.05,250,307,"5.478",100,true
"MP","fastest","Assault Rifle",50,11,"tr7","TR-7","Assault Rifle",4,26.05,250,322,"5.814",100,true
"MP","fastest","Assault Rifle",54,11,"tr7","TR-7","Assault Rifle",4,26.05,250,329,"5.948",100,true
"MP","fastest","Assault Rifle",60,11,"tr7","TR-7","Assault Rifle",4,26.05,250,338,"6.149",100,true
"MP","fastest","Assault Rifle",75,11,"tr7","TR-7","Assault Rifle",4,26.05,250,364,"6.652",100,true
"MP","fastest","Assault Rifle",76,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,439,"5.481",100,true
"MP","fastest","Assault Rifle",83,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,450,"5.677",100,true
"MP","fastest","Assault Rifle",90,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,461,"5.872",100,true
"MP","fastest","Assault Rifle",100,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,478,"6.152",100,true
"MP","fastest","Assault Rifle",120,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,514,"6.711",100,true
"MP","fastest","Assault Rifle",133,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,538,"6.711",100,true
"MP","fastest","Assault Rifle",150,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,572,"6.711",100,true
"MP","fastest","Assault Rifle",200,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,684,"6.711",100,true
"MP","fastest","Assault Rifle",250,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,817,"6.711",100,true
"MP","fastest","Assault Rifle",300,11,"vcr2","VCR-2","Assault Rifle",6,17.13,333,976,"6.711",100,true
"MP","fastest","Carbine",1,9,"sg553r","SG 553R","Carbine",3,35.22,167,169,"2.723",85,true
"MP","fastest","Carbine",5,9,"sg553r","SG 553R","Carbine",3,35.22,167,175,"2.812",85,true
"MP","fastest","Carbine",9,9,"sg553r","SG 553R","Carbine",3,35.22,167,182,"2.900",85,true
"MP","fastest","Carbine",10,9,"m277","M277","Carbine",4,26.05,250,264,"2.143",95,true
"MP","fastest","Carbine",15,9,"m277","M277","Carbine",4,26.05,250,271,"2.212",95,true
"MP","fastest","Carbine",20,9,"m277","M277","Carbine",4,26.05,250,278,"2.281",100,true
"MP","fastest","Carbine",21,9,"m277","M277","Carbine",4,26.05,250,279,"2.295",100,true
"MP","fastest","Carbine",25,9,"m277","M277","Carbine",4,26.05,250,285,"2.350",100,true
"MP","fastest","Carbine",30,9,"m277","M277","Carbine",4,26.05,250,293,"2.420",100,true
"MP","fastest","Carbine",31,9,"m277","M277","Carbine",4,26.05,250,294,"2.434",100,true
"MP","fastest","Carbine",35,9,"m277","M277","Carbine",4,26.05,250,300,"2.489",100,true
"MP","fastest","Carbine",36,9,"m277","M277","Carbine",4,26.05,250,302,"2.503",100,true
"MP","fastest","Carbine",37,9,"m277","M277","Carbine",4,26.05,250,303,"2.517",100,true
"MP","fastest","Carbine",40,9,"m277","M277","Carbine",4,26.05,250,308,"2.558",100,true
"MP","fastest","Carbine",50,9,"m277","M277","Carbine",4,26.05,250,324,"2.696",100,true
"MP","fastest","Carbine",54,9,"m277","M277","Carbine",4,26.05,250,330,"2.752",100,true
"MP","fastest","Carbine",60,9,"m277","M277","Carbine",4,26.05,250,340,"2.835",100,true
"MP","fastest","Carbine",75,9,"m277","M277","Carbine",4,26.05,250,366,"3.042",100,true
"MP","fastest","Carbine",76,9,"m277","M277","Carbine",5,20.67,333,451,"3.056",100,true
"MP","fastest","Carbine",83,9,"m277","M277","Carbine",5,20.67,333,463,"3.153",100,true
"MP","fastest","Carbine",90,9,"m277","M277","Carbine",5,20.67,333,476,"3.250",100,true
"MP","fastest","Carbine",100,9,"m277","M277","Carbine",5,20.67,333,495,"3.388",100,true
"MP","fastest","Carbine",120,9,"m277","M277","Carbine",5,20.67,333,535,"3.665",100,true
"MP","fastest","Carbine",133,9,"m277","M277","Carbine",5,20.67,333,562,"3.665",100,true
"MP","fastest","Carbine",150,9,"m277","M277","Carbine",5,20.67,333,600,"3.665",100,true
"MP","fastest","Carbine",200,9,"m277","M277","Carbine",5,20.67,333,724,"3.665",100,true
"MP","fastest","Carbine",250,9,"m277","M277","Carbine",5,20.67,333,873,"3.665",100,true
"MP","fastest","Carbine",300,9,"m277","M277","Carbine",5,20.67,333,1050,"3.665",100,true
"MP","fastest","SMG",1,10,"scw10","SCW-10","SMG",3,35.22,150,152,"2.828",100,true
"MP","fastest","SMG",5,10,"scw10","SCW-10","SMG",3,35.22,150,160,"2.924",100,true
"MP","fastest","SMG",9,10,"scw10","SCW-10","SMG",3,35.22,150,168,"3.020",100,true
"MP","fastest","SMG",10,10,"kv9","KV9","SMG",5,20.67,222,245,"2.860",100,true
"MP","fastest","SMG",15,10,"scw10","SCW-10","SMG",4,26.05,225,256,"3.165",100,true
"MP","fastest","SMG",20,10,"scw10","SCW-10","SMG",4,26.05,225,267,"3.285",100,true
"MP","fastest","SMG",21,10,"scw10","SCW-10","SMG",4,26.05,225,269,"3.309",100,true
"MP","fastest","SMG",25,10,"kv9","KV9","SMG",6,17.13,278,336,"3.205",90,true
"MP","fastest","SMG",30,10,"kv9","KV9","SMG",6,17.13,278,348,"3.320",90,true
"MP","fastest","SMG",31,10,"kv9","KV9","SMG",6,17.13,278,350,"3.343",90,true
"MP","fastest","SMG",35,10,"kv9","KV9","SMG",6,17.13,278,360,"3.435",90,true
"MP","fastest","SMG",36,10,"kv9","KV9","SMG",6,17.13,278,363,"3.458",100,true
"MP","fastest","SMG",37,10,"kv9","KV9","SMG",7,14.62,333,420,"3.481",100,true
"MP","fastest","SMG",40,10,"kv9","KV9","SMG",7,14.62,333,428,"3.550",100,true
"MP","fastest","SMG",50,10,"kv9","KV9","SMG",7,14.62,333,454,"3.781",100,true
"MP","fastest","SMG",54,10,"kv9","KV9","SMG",7,14.62,333,465,"3.873",100,true
"MP","fastest","SMG",60,10,"kv9","KV9","SMG",7,14.62,333,481,"4.011",100,true
"MP","fastest","SMG",75,10,"kv9","KV9","SMG",7,14.62,333,523,"4.356",100,true
"MP","fastest","SMG",76,10,"kv9","KV9","SMG",8,12.76,389,582,"4.379",100,true
"MP","fastest","SMG",83,10,"kv9","KV9","SMG",8,12.76,389,602,"4.540",100,true
"MP","fastest","SMG",90,10,"usg90","USG-90","SMG",8,12.76,467,623,"1.566",65,true
"MP","fastest","SMG",100,10,"usg90","USG-90","SMG",8,12.76,467,644,"1.622",65,true
"MP","fastest","SMG",120,10,"usg90","USG-90","SMG",8,12.76,467,687,"1.733",65,true
"MP","fastest","SMG",133,10,"usg90","USG-90","SMG",8,12.76,467,717,"1.733",65,true
"MP","fastest","SMG",150,10,"usg90","USG-90","SMG",8,12.76,467,758,"1.733",65,true
"MP","fastest","SMG",200,10,"usg90","USG-90","SMG",8,12.76,467,894,"1.733",65,true
"MP","fastest","SMG",250,10,"usg90","USG-90","SMG",8,12.76,467,1056,"1.733",65,true
"MP","fastest","SMG",300,10,"usg90","USG-90","SMG",8,12.76,467,1250,"1.733",65,true
"MP","fastest","LMG",1,10,"m121a2","M121 A2","LMG",3,35.22,183,184,"2.364",95,true
"MP","fastest","LMG",5,10,"m121a2","M121 A2","LMG",3,35.22,183,190,"2.438",95,true
"MP","fastest","LMG",9,10,"m121a2","M121 A2","LMG",3,35.22,183,196,"2.513",95,true
"MP","fastest","LMG",10,10,"m121a2","M121 A2","LMG",3,35.22,183,198,"2.531",95,true
"MP","fastest","LMG",15,10,"m121a2","M121 A2","LMG",3,35.22,183,205,"2.624",95,true
"MP","fastest","LMG",20,10,"m121a2","M121 A2","LMG",3,35.22,183,213,"2.717",100,true
"MP","fastest","LMG",21,10,"m121a2","M121 A2","LMG",3,35.22,183,214,"2.736",100,true
"MP","fastest","LMG",25,10,"m250","M250","LMG",4,26.05,267,296,"1.809",90,true
"MP","fastest","LMG",30,10,"m250","M250","LMG",4,26.05,267,302,"1.863",90,true
"MP","fastest","LMG",31,10,"m250","M250","LMG",4,26.05,267,303,"1.874",90,true
"MP","fastest","LMG",35,10,"m250","M250","LMG",4,26.05,267,308,"1.917",90,true
"MP","fastest","LMG",36,10,"m250","M250","LMG",4,26.05,267,309,"1.928",100,true
"MP","fastest","LMG",37,10,"m250","M250","LMG",4,26.05,267,311,"1.939",100,true
"MP","fastest","LMG",40,10,"m250","M250","LMG",4,26.05,267,314,"1.971",100,true
"MP","fastest","LMG",50,10,"m250","M250","LMG",4,26.05,267,327,"2.079",100,true
"MP","fastest","LMG",54,10,"m250","M250","LMG",4,26.05,267,333,"2.122",100,true
"MP","fastest","LMG",60,10,"m250","M250","LMG",4,26.05,267,341,"2.186",100,true
"MP","fastest","LMG",75,10,"m250","M250","LMG",4,26.05,267,362,"2.348",100,true
"MP","fastest","LMG",76,10,"m250","M250","LMG",4,26.05,267,363,"2.359",95,true
"MP","fastest","LMG",83,10,"m250","M250","LMG",4,26.05,267,373,"2.434",95,true
"MP","fastest","LMG",90,10,"m250","M250","LMG",4,26.05,267,384,"2.509",95,true
"MP","fastest","LMG",100,10,"m250","M250","LMG",4,26.05,267,399,"2.617",95,true
"MP","fastest","LMG",120,10,"m250","M250","LMG",4,26.05,267,432,"2.833",95,true
"MP","fastest","LMG",133,10,"m250","M250","LMG",4,26.05,267,454,"2.833",95,true
"MP","fastest","LMG",150,10,"m250","M250","LMG",4,26.05,267,485,"2.833",95,true
"MP","fastest","LMG",200,10,"m250","M250","LMG",4,26.05,267,587,"2.833",95,true
"MP","fastest","LMG",250,10,"m250","M250","LMG",4,26.05,267,709,"2.833",95,true
"MP","fastest","LMG",300,10,"m250","M250","LMG",4,26.05,267,853,"2.833",95,true
"MP","fastest","DMR",1,6,"vssm","VSSM","DMR",3,35.22,150,153,"1.538",100,true
"MP","fastest","DMR",5,6,"vssm","VSSM","DMR",3,35.22,150,167,"1.571",100,true
"MP","fastest","DMR",9,6,"vssm","VSSM","DMR",3,35.22,150,180,"1.605",100,true
"MP","fastest","DMR",10,6,"vssm","VSSM","DMR",4,27.48,225,258,"1.613",100,true
"MP","fastest","DMR",15,6,"vssm","VSSM","DMR",4,27.48,225,275,"1.655",100,true
"MP","fastest","DMR",20,6,"vssm","VSSM","DMR",4,27.48,225,292,"1.774",100,true
"MP","fastest","DMR",21,6,"vssm","VSSM","DMR",4,27.48,225,296,"1.782",100,true
"MP","fastest","DMR",25,6,"vssm","VSSM","DMR",5,21.56,300,385,"1.817",100,true
"MP","fastest","DMR",30,6,"vssm","VSSM","DMR",5,21.56,300,402,"1.860",100,true
"MP","fastest","DMR",31,6,"vssm","VSSM","DMR",5,21.56,300,406,"1.869",100,true
"MP","fastest","DMR",35,6,"vssm","VSSM","DMR",5,21.56,300,420,"1.903",100,true
"MP","fastest","DMR",36,6,"vssm","VSSM","DMR",5,21.56,300,423,"1.998",100,true
"MP","fastest","DMR",37,6,"vssm","VSSM","DMR",5,20.67,300,427,"2.007",100,true
"MP","fastest","DMR",40,6,"vssm","VSSM","DMR",5,20.67,300,437,"2.034",100,true
"MP","fastest","DMR",50,6,"lmr27","LMR27","DMR",4,27.5,400,453,"1.321",100,true
"MP","fastest","DMR",54,6,"lmr27","LMR27","DMR",4,27.5,400,457,"1.343",100,true
"MP","fastest","DMR",60,6,"lmr27","LMR27","DMR",4,27.5,400,464,"1.376",100,true
"MP","fastest","DMR",75,6,"lmr27","LMR27","DMR",4,27.5,400,481,"1.460",100,true
"MP","fastest","DMR",76,6,"lmr27","LMR27","DMR",4,26.2,400,482,"1.465",100,true
"MP","fastest","DMR",83,6,"lmr27","LMR27","DMR",4,26.2,400,490,"1.504",100,true
"MP","fastest","DMR",90,6,"lmr27","LMR27","DMR",4,26.2,400,499,"1.543",100,true
"MP","fastest","DMR",100,6,"lmr27","LMR27","DMR",4,26.2,400,511,"1.598",100,true
"MP","fastest","DMR",120,6,"lmr27","LMR27","DMR",4,26.2,400,536,"1.709",100,true
"MP","fastest","DMR",133,6,"lmr27","LMR27","DMR",4,26.2,400,552,"1.709",100,true
"MP","fastest","DMR",150,6,"lmr27","LMR27","DMR",4,26.2,400,575,"1.709",100,true
"MP","fastest","DMR",200,6,"lmr27","LMR27","DMR",4,26.2,400,646,"1.709",100,true
"MP","fastest","DMR",250,6,"lmr27","LMR27","DMR",4,26.2,400,724,"1.709",100,true
"MP","fastest","DMR",300,6,"lmr27","LMR27","DMR",4,26.2,400,811,"1.709",100,true
"MP","fastest","Sniper Rifle",1,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1277,"1.191",100,true
"MP","fastest","Sniper Rifle",5,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1281,"1.209",100,true
"MP","fastest","Sniper Rifle",9,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1286,"1.228",100,true
"MP","fastest","Sniper Rifle",10,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1287,"1.232",100,true
"MP","fastest","Sniper Rifle",15,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1292,"1.256",100,true
"MP","fastest","Sniper Rifle",20,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1297,"1.279",100,true
"MP","fastest","Sniper Rifle",21,5,"miniscout","Mini Scout","Sniper Rifle",2,62,1276,1299,"1.284",100,true
"MP","fastest","Sniper Rifle",25,5,"miniscout","Mini Scout","Sniper Rifle",2,61.7037,1276,1303,"1.302",100,true
"MP","fastest","Sniper Rifle",30,5,"miniscout","Mini Scout","Sniper Rifle",2,61.3333,1276,1309,"1.326",100,true
"MP","fastest","Sniper Rifle",31,5,"miniscout","Mini Scout","Sniper Rifle",2,61.2593,1276,1310,"1.330",100,true
"MP","fastest","Sniper Rifle",35,5,"miniscout","Mini Scout","Sniper Rifle",2,60.963,1276,1314,"1.349",100,true
"MP","fastest","Sniper Rifle",36,5,"miniscout","Mini Scout","Sniper Rifle",2,60.8889,1276,1315,"1.353",90,true
"MP","fastest","Sniper Rifle",37,5,"miniscout","Mini Scout","Sniper Rifle",2,60.8148,1276,1316,"1.358",90,true
"MP","fastest","Sniper Rifle",40,5,"miniscout","Mini Scout","Sniper Rifle",2,60.5926,1276,1320,"1.372",90,true
"MP","fastest","Sniper Rifle",50,5,"miniscout","Mini Scout","Sniper Rifle",2,59.8519,1276,1331,"1.419",90,true
"MP","fastest","Sniper Rifle",54,5,"sv98","SV-98","Sniper Rifle",1,100,0,67,"1.933",90,true
"MP","fastest","Sniper Rifle",60,5,"sv98","SV-98","Sniper Rifle",1,100,0,75,"1.970",90,true
"MP","fastest","Sniper Rifle",75,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,85,"2.442",95,true
"MP","fastest","Sniper Rifle",76,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,86,"2.449",100,true
"MP","fastest","Sniper Rifle",83,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,95,"2.500",100,true
"MP","fastest","Sniper Rifle",90,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,104,"2.550",100,true
"MP","fastest","Sniper Rifle",100,5,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,117,"2.622",100,true
"MP","fastest","Sniper Rifle",120,5,"psr","PSR","Sniper Rifle",1,100,0,160,"3.398",95,true
"MP","fastest","Sniper Rifle",133,5,"l115","L115A3","Sniper Rifle",1,100,0,184,"3.199",95,true
"MP","fastest","Sniper Rifle",150,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1460,"1.744",95,true
"MP","fastest","Sniper Rifle",200,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1535,"1.744",95,true
"MP","fastest","Sniper Rifle",250,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1617,"1.744",95,true
"MP","fastest","Sniper Rifle",300,5,"miniscout","Mini Scout","Sniper Rifle",2,58,1276,1709,"1.744",95,true
"MP","fastest","Shotgun",1,4,"m1014","M1014","Shotgun",1,115.2,0,2,"2.561",80,true
"MP","fastest","Shotgun",5,4,"m1014","M1014","Shotgun",1,115.2,0,10,"2.605",80,true
"MP","fastest","Shotgun",9,4,"m1014","M1014","Shotgun",1,100,0,18,"2.648",100,true
"MP","fastest","Shotgun",10,4,"m87a1","M87A1","Shotgun",1,115.2,0,20,"3.691",80,true
"MP","fastest","Shotgun",15,4,"m87a1","M87A1","Shotgun",1,115.2,0,31,"3.761",80,true
"MP","fastest","Shotgun",20,4,"db12","DB-12","Shotgun",2,52.8,167,208,"3.079",85,true
"MP","fastest","Shotgun",21,4,"db12","DB-12","Shotgun",2,52.8,167,211,"3.091",85,true
"MP","fastest","Shotgun",25,4,"m1014","M1014","Shotgun",2,50,300,352,"2.874",95,true
"MP","fastest","Shotgun",30,4,"m1014","M1014","Shotgun",2,50,300,363,"2.931",95,true
"MP","fastest","Shotgun",31,4,"m1014","M1014","Shotgun",2,50,300,365,"2.942",95,true
"MP","fastest","Shotgun",35,4,"m1014","M1014","Shotgun",2,50,300,374,"2.988",95,true
"MP","fastest","Shotgun",36,4,"m1014","M1014","Shotgun",2,50,300,377,"3.167",95,true
"MP","fastest","Shotgun",37,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,479,"2.239",100,true
"MP","fastest","Shotgun",40,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,486,"2.265",100,true
"MP","fastest","Shotgun",50,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,509,"2.354",100,true
"MP","fastest","Shotgun",54,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,519,"2.390",100,true
"MP","fastest","Shotgun",60,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,534,"2.444",100,true
"MP","fastest","Shotgun",75,4,"185ksk","18.5KS-K","Shotgun",3,37.5,400,572,"2.577",100,true
"MP","fastest","Shotgun",76,4,"185ksk","18.5KS-K","Shotgun",4,32,600,774,"2.261",100,true
"MP","fastest","Shotgun",83,4,"185ksk","18.5KS-K","Shotgun",4,32,600,793,"2.315",100,true
"MP","fastest","Shotgun",90,4,"185ksk","18.5KS-K","Shotgun",4,32,600,812,"2.368",100,true
"MP","fastest","Shotgun",100,4,"185ksk","18.5KS-K","Shotgun",4,32,600,839,"2.445",100,true
"MP","fastest","Shotgun",120,4,"185ksk","18.5KS-K","Shotgun",4,32,600,898,"2.599",100,true
"MP","fastest","Shotgun",133,4,"185ksk","18.5KS-K","Shotgun",4,32,600,939,"2.599",100,true
"MP","fastest","Shotgun",150,4,"185ksk","18.5KS-K","Shotgun",4,32,600,995,"2.599",100,true
"MP","fastest","Shotgun",200,4,"185ksk","18.5KS-K","Shotgun",4,32,600,1179,"2.599",100,true
"MP","fastest","Shotgun",250,4,"185ksk","18.5KS-K","Shotgun",4,32,600,1399,"2.599",100,true
"MP","fastest","Shotgun",300,4,"185ksk","18.5KS-K","Shotgun",4,32,600,1662,"2.599",100,true
"RS-UNARM","balanced","__all__",1,48,"nvo228e","NVO-228E","Assault Rifle",3,35.22,183,185,"1.370",95,true
"RS-UNARM","balanced","__all__",5,48,"sor300sc","SOR-300SC","Carbine",3,35.22,200,210,"0.898",95,true
"RS-UNARM","balanced","__all__",9,48,"sor300sc","SOR-300SC","Carbine",3,35.22,200,217,"0.918",95,true
"RS-UNARM","balanced","__all__",10,48,"m123k","M123K","LMG",4,26.05,217,230,"1.805",90,true
"RS-UNARM","balanced","__all__",15,48,"m123k","M123K","LMG",4,26.05,217,237,"1.868",90,true
"RS-UNARM","balanced","__all__",20,48,"m123k","M123K","LMG",4,26.05,217,243,"1.932",95,true
"RS-UNARM","balanced","__all__",21,48,"m123k","M123K","LMG",4,26.05,217,245,"1.944",95,true
"RS-UNARM","balanced","__all__",25,48,"l110","L110","LMG",5,20.67,333,361,"1.242",100,true
"RS-UNARM","balanced","__all__",30,48,"l110","L110","LMG",5,20.67,333,367,"1.278",100,true
"RS-UNARM","balanced","__all__",31,48,"l110","L110","LMG",5,20.67,333,368,"1.286",100,true
"RS-UNARM","balanced","__all__",35,48,"l110","L110","LMG",5,20.67,333,373,"1.315",100,true
"RS-UNARM","balanced","__all__",36,48,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,386,"1.127",100,true
"RS-UNARM","balanced","__all__",37,48,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,388,"1.133",100,true
"RS-UNARM","balanced","__all__",40,48,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,392,"1.152",100,true
"RS-UNARM","balanced","__all__",50,48,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,408,"1.212",100,true
"RS-UNARM","balanced","__all__",54,48,"sv98","SV-98","Sniper Rifle",1,100,0,70,"1.825",90,true
"RS-UNARM","balanced","__all__",60,48,"sv98","SV-98","Sniper Rifle",1,100,0,79,"1.861",90,true
"RS-UNARM","balanced","__all__",75,48,"sv98","SV-98","Sniper Rifle",1,100,0,95,"2.063",90,true
"RS-UNARM","balanced","__all__",76,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,86,"2.449",100,true
"RS-UNARM","balanced","__all__",83,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,95,"2.500",100,true
"RS-UNARM","balanced","__all__",90,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,104,"2.550",100,true
"RS-UNARM","balanced","__all__",100,48,"m2010esr","M2010 ESR","Sniper Rifle",1,100,0,117,"2.622",100,true
"RS-UNARM","balanced","__all__",120,48,"l115","L115A3","Sniper Rifle",1,100,0,163,"3.199",95,true
"RS-UNARM","balanced","__all__",133,48,"l115","L115A3","Sniper Rifle",1,100,0,184,"3.199",95,true
"RS-UNARM","balanced","__all__",150,48,"lmr27","LMR27","DMR",4,26.2,400,575,"1.709",100,true
"RS-UNARM","balanced","__all__",200,48,"lmr27","LMR27","DMR",4,26.2,400,646,"1.709",100,true
"RS-UNARM","balanced","__all__",250,48,"lmr27","LMR27","DMR",4,26.2,400,724,"1.709",100,true
"RS-UNARM","balanced","__all__",300,48,"lmr27","LMR27","DMR",4,26.2,400,811,"1.709",100,true
"RS-UNARM","balanced","Assault Rifle",1,11,"nvo228e","NVO-228E","Assault Rifle",3,35.22,183,185,"1.370",95,true
"RS-UNARM","balanced","Assault Rifle",5,11,"nvo228e","NVO-228E","Assault Rifle",3,35.22,183,191,"1.407",95,true
"RS-UNARM","balanced","Assault Rifle",9,11,"nvo228e","NVO-228E","Assault Rifle",3,35.22,183,198,"1.445",95,true
"RS-UNARM","balanced","Assault Rifle",10,11,"sor556","SOR-556 MK2","Assault Rifle",4,26.05,317,328,"0.777",95,true
"RS-UNARM","balanced","Assault Rifle",15,11,"sor556","SOR-556 MK2","Assault Rifle",4,26.05,317,333,"0.800",95,true
"RS-UNARM","balanced","Assault Rifle",20,11,"sor556","SOR-556 MK2","Assault Rifle",4,26.05,317,339,"0.823",100,true
"RS-UNARM","balanced","Assault Rifle",21,11,"sor556","SOR-556 MK2","Assault Rifle",4,26.05,317,340,"0.827",100,true
"RS-UNARM","balanced","Assault Rifle",25,11,"b36a4","B36A4","Assault Rifle",5,20.67,333,361,"1.409",95,true
"RS-UNARM","balanced","Assault Rifle",30,11,"b36a4","B36A4","Assault Rifle",5,20.67,333,367,"1.449",95,true
"RS-UNARM","balanced","Assault Rifle",31,11,"b36a4","B36A4","Assault Rifle",5,20.67,333,368,"1.456",95,true
"RS-UNARM","balanced","Assault Rifle",35,11,"b36a4","B36A4","Assault Rifle",5,20.67,333,373,"1.488",95,true
"RS-UNARM","balanced","Assault Rifle",36,11,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,386,"1.127",100,true
"RS-UNARM","balanced","Assault Rifle",37,11,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,388,"1.133",100,true
"RS-UNARM","balanced","Assault Rifle",40,11,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,392,"1.152",100,true
"RS-UNARM","balanced","Assault Rifle",50,11,"kord6p67","KORD 6P67","Assault Rifle",6,17.13,333,408,"1.212",100,true
"RS-UNARM","balanced","Assault Rifle",54,11,"sor556","SOR-556 MK2","Assault Rifle",5,20.67,422,484,"0.977",100,true
"RS-UNARM","balanced","Assault Rifle",60,11,"sor556","SOR-556 MK2","Assault Rifle",5,20.67,422,492,"1.004",100,true
"RS-UNARM","balanced","Assault Rifle",75,11,"sor556","SOR-556 MK2","Assault Rifle",5,20.67,422,511,"1.072",100,true
"RS-UNARM","balanced","Assault Rifle",76,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,619,"1.076",95,true
"RS-UNARM","balanced","Assault Rifle",83,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,628,"1.108",95,true
"RS-UNARM","balanced","Assault Rifle",90,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,638,"1.139",95,true
"RS-UNARM","balanced","Assault Rifle",100,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,653,"1.185",95,true
"RS-UNARM","balanced","Assault Rifle",120,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,683,"1.275",95,true
"RS-UNARM","balanced","Assault Rifle",133,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,704,"1.275",95,true
"RS-UNARM","balanced","Assault Rifle",150,11,"sor556","SOR-556 MK2","Assault Rifle",6,17.13,528,733,"1.275",95,true
"RS-UNARM","balanced","Assault Rifle",200,11,"b36a4","B36A4","Assault Rifle",6,17.13,417,730,"2.155",100,true
"RS-UNARM","balanced","Assault Rifle",250,11,"l85a3","L85A3","Assault Rifle",6,17.13,472,883,"1.508",95,true
"RS-UNARM","balanced","Assault Rifle",300,11,"l85a3","L85A3","Assault Rifle",6,17.13,472,1018,"1.508",95,true
"RS-UNARM","balanced","Carbine",1,9,"m417a2","M417 A2","Carbine",3,35.22,183,185,"1.418",100,true
"RS-UNARM","balanced","Carbine",5,9,"sor300sc","SOR-300SC","Carbine",3,35.22,200,210,"0.898",95,true
"RS-UNARM","balanced","Carbine",9,9,"sor300sc","SOR-300SC","Carbine",3,35.22,200,217,"0.918",95,true
"RS-UNARM","balanced","Carbine",10,9,"ak205","AK-205","Carbine",6,17.74,417,431,"0.632",100,true
"RS-UNARM","balanced","Carbine",15,9,"ak205","AK-205","Carbine",6,17.74,417,439,"0.652",100,true
"RS-UNARM","balanced","Carbine",20,9,"ak205","AK-205","Carbine",6,17.74,417,446,"0.671",100,true
"RS-UNARM","balanced","Carbine",21,9,"ak205","AK-205","Carbine",6,17.74,417,448,"0.675",100,true
"RS-UNARM","balanced","Carbine",25,9,"m277","M277","Carbine",4,26.05,250,285,"2.350",100,true
"RS-UNARM","balanced","Carbine",30,9,"m277","M277","Carbine",4,26.05,250,293,"2.420",100,true
