id,name,cls,d,fireMode,closeRange,mult,healthDamage,prodArmorDamage,refArmorDamage,prodBreak,refBreak,prodBtk,refBtk,rpm,triggerTtk
"l85a3","L85A3","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,635.294,1192.316934191286
"l85a3","L85A3","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,635.294,1241.8457812757558
"l85a3","L85A3","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,635.294,1336.8763812757559
"l85a3","L85A3","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,635.294,1450.0810812757559
"l85a3","L85A3","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,635.294,1584.935881275756
"vcr2","VCR-2","Assault Rifle",1,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,534.5481259265844
"vcr2","VCR-2","Assault Rifle",5,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,539.4478259265843
"vcr2","VCR-2","Assault Rifle",9,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,544.4166259265844
"vcr2","VCR-2","Assault Rifle",10,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,545.6697259265843
"vcr2","VCR-2","Assault Rifle",11,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,546.9272259265844
"vcr2","VCR-2","Assault Rifle",20,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,558.444984369603
"vcr2","VCR-2","Assault Rifle",21,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,899.999,559.7472259265844
"vcr2","VCR-2","Assault Rifle",25,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,631.6689666674074
"vcr2","VCR-2","Assault Rifle",30,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,638.3419666674074
"vcr2","VCR-2","Assault Rifle",31,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,639.6906666674074
"vcr2","VCR-2","Assault Rifle",35,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,645.1328294636016
"vcr2","VCR-2","Assault Rifle",36,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,646.5052666674073
"vcr2","VCR-2","Assault Rifle",37,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,647.8825666674073
"vcr2","VCR-2","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,666.2331226370552
"vcr2","VCR-2","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,680.9281333190934
"vcr2","VCR-2","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,702.3846666674074
"vcr2","VCR-2","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,899.999,703.9578666674074
"vcr2","VCR-2","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,899.999,772.2033584686384
"vcr2","VCR-2","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,899.999,783.4105654517859
"vcr2","VCR-2","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,899.999,786.6633815563778
"vcr2","VCR-2","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,878.4657481490535
"vcr2","VCR-2","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,914.1000481490535
"vcr2","VCR-2","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,972.4540481490535
"vcr2","VCR-2","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,1084.4173481490534
"vcr2","VCR-2","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,1217.7931481490534
"vcr2","VCR-2","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,1376.6765481490534
"m16a4","M16A4","Assault Rifle",1,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,612.2920709210566
"m16a4","M16A4","Assault Rifle",5,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,617.047664197921
"m16a4","M16A4","Assault Rifle",9,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,621.8703040113273
"m16a4","M16A4","Assault Rifle",10,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,623.0865504664458
"m16a4","M16A4","Assault Rifle",11,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,624.3070612423654
"m16a4","M16A4","Assault Rifle",20,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,635.4860370058049
"m16a4","M16A4","Assault Rifle",21,"burst","remove",0.84,26.05,21.882,21.882,4,4,8,8,771.428,636.7500220201496
"m16a4","M16A4","Assault Rifle",25,"burst","remove",0.84,20.67,21.882,21.882,4,4,9,9,771.428,719.6282701072934
"m16a4","M16A4","Assault Rifle",30,"burst","remove",0.84,20.67,21.882,21.882,4,4,9,9,771.428,726.10502503595
"m16a4","M16A4","Assault Rifle",31,"burst","remove",0.84,20.67,21.882,21.882,4,4,9,9,771.428,727.4140328284327
"m16a4","M16A4","Assault Rifle",35,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,743.8052185189026
"m16a4","M16A4","Assault Rifle",36,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,745.1373818073143
"m16a4","M16A4","Assault Rifle",37,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,746.474169430763
"m16a4","M16A4","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,764.2849185189026
"m16a4","M16A4","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,778.5477185189026
"m16a4","M16A4","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,799.3732185189026
"m16a4","M16A4","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,771.428,800.900171684782
"m16a4","M16A4","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,771.428,880.2103064096995
"m16a4","M16A4","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,771.428,891.0878539098917
"m16a4","M16A4","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,771.428,894.2450347007406
"m16a4","M16A4","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,771.428,996.419189300881
"m16a4","M16A4","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,771.428,1031.0054516936991
"m16a4","M16A4","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,771.428,1087.643189300881
"m16a4","M16A4","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,771.428,1196.313389300881
"m16a4","M16A4","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,771.428,1325.766389300881
"m16a4","M16A4","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,771.428,1479.976689300881
"ef88","EF88","Assault Rifle",1,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,712.2180111111111
"ef88","EF88","Assault Rifle",5,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,716.6845987672316
"ef88","EF88","Assault Rifle",9,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,721.214111111111
"ef88","EF88","Assault Rifle",10,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,722.3564808978904
"ef88","EF88","Assault Rifle",11,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,723.5028111111111
"ef88","EF88","Assault Rifle",20,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,734.0024074818188
"ef88","EF88","Assault Rifle",21,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,675,735.1895757273358
"ef88","EF88","Assault Rifle",25,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,828.8689
"ef88","EF88","Assault Rifle",30,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,834.952
"ef88","EF88","Assault Rifle",31,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,836.1815
"ef88","EF88","Assault Rifle",35,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,841.142579344597
"ef88","EF88","Assault Rifle",36,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,842.3937
"ef88","EF88","Assault Rifle",37,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,843.6492853868302
"ef88","EF88","Assault Rifle",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,860.3776532319994
"ef88","EF88","Assault Rifle",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,873.7736574449071
"ef88","EF88","Assault Rifle",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,893.3334821872292
"ef88","EF88","Assault Rifle",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,675,894.7676
"ef88","EF88","Assault Rifle",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,675,985.095688888889
"ef88","EF88","Assault Rifle",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,675,995.312188888889
"ef88","EF88","Assault Rifle",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,675,998.2774841068133
"ef88","EF88","Assault Rifle",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,675,1110.080077777778
"ef88","EF88","Assault Rifle",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,675,1142.5643777777777
"ef88","EF88","Assault Rifle",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,675,1195.7600503520766
"ef88","EF88","Assault Rifle",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,675,1297.8259777777778
"ef88","EF88","Assault Rifle",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,675,1419.4116777777779
"ef88","EF88","Assault Rifle",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,675,1564.2500777777777
"m4a1","M4A1","Carbine",1,"auto","remove",0.84,26.05,18.1104,18.1104,5,5,9,9,899.999,534.6931259265843
"m4a1","M4A1","Carbine",5,"auto","remove",0.84,26.05,18.1104,18.1104,5,5,9,9,899.999,540.1778965219563
"m4a1","M4A1","Carbine",9,"auto","remove",0.84,26.05,18.1104,18.1104,5,5,9,9,899.999,545.7399259265843
"m4a1","M4A1","Carbine",10,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,899.999,613.8094314666411
"m4a1","M4A1","Carbine",11,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,899.999,615.2170666674074
"m4a1","M4A1","Carbine",20,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,899.999,628.1100604469059
"m4a1","M4A1","Carbine",21,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,899.999,629.5678450631785
"m4a1","M4A1","Carbine",25,"auto","remove",0.84,17.74,18.1104,18.1104,5,5,11,11,899.999,702.1170074082305
"m4a1","M4A1","Carbine",30,"auto","remove",0.84,17.74,18.1104,18.1104,5,5,11,11,899.999,709.5868074082305
"m4a1","M4A1","Carbine",31,"auto","remove",0.84,17.74,18.1104,18.1104,5,5,11,11,899.999,711.0965074082304
"m4a1","M4A1","Carbine",35,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,899.999,783.8552259059874
"m4a1","M4A1","Carbine",36,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,899.999,785.3915481490535
"m4a1","M4A1","Carbine",37,"auto","remove",0.84,17.13,14.901599999999998,14.901599999999998,6,6,12,12,899.999,786.9333384815926
"m4a1","M4A1","Carbine",50,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,807.4749481490535
"m4a1","M4A1","Carbine",60,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,823.9245481490535
"m4a1","M4A1","Carbine",74,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,847.9431052446333
"m4a1","M4A1","Carbine",75,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,899.999,849.7041481490535
"m4a1","M4A1","Carbine",76,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,899.999,918.1381475395868
"m4a1","M4A1","Carbine",83,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,899.999,930.6834888898765
"m4a1","M4A1","Carbine",85,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,899.999,934.3247405482504
"m4a1","M4A1","Carbine",100,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1029.1283966759631
"m4a1","M4A1","Carbine",120,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1069.0175251990786
"m4a1","M4A1","Carbine",150,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1134.339212642559
"m4a1","M4A1","Carbine",200,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1259.6712296306996
"m4a1","M4A1","Carbine",250,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1408.9724296306995
"m4a1","M4A1","Carbine",300,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,899.999,1586.8270296306996
"m277","M277","Carbine",1,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,668.0212925938786
"m277","M277","Carbine",5,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,673.4837925938785
"m277","M277","Carbine",9,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,679.0232925938785
"m277","M277","Carbine",10,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,680.4203759141965
"m277","M277","Carbine",11,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,681.8222925938786
"m277","M277","Carbine",20,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,694.6629925938786
"m277","M277","Carbine",21,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,696.1148925938786
"m277","M277","Carbine",25,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,701.9734862011958
"m277","M277","Carbine",30,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,709.4129925938786
"m277","M277","Carbine",31,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,710.9165920295316
"m277","M277","Carbine",35,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,716.9838551707168
"m277","M277","Carbine",36,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,718.5139896143515
"m277","M277","Carbine",37,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,720.0494889115561
"m277","M277","Carbine",50,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,740.5077925938785
"m277","M277","Carbine",60,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,756.8907817663663
"m277","M277","Carbine",74,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,780.8118925938786
"m277","M277","Carbine",75,"auto","remove",0.84,26.05,17.3628,17.3628,5,5,9,9,719.999,782.5658428519832
"m277","M277","Carbine",76,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,867.6593416681135
"m277","M277","Carbine",83,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,880.1538416681135
"m277","M277","Carbine",85,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,883.7803371711155
"m277","M277","Carbine",100,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,911.8031416681134
"m277","M277","Carbine",120,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,951.530599822026
"m277","M277","Carbine",150,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1016.5874416681135
"m277","M277","Carbine",200,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1141.4113416681134
"m277","M277","Carbine",250,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1290.1073416681133
"m277","M277","Carbine",300,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,719.999,1467.2408416681133
"ak205","AK-205","Carbine",1,"auto","remove",0.84,20.67,14.901599999999998,14.901599999999998,6,6,11,11,719.999,834.7493907423482
"ak205","AK-205","Carbine",5,"auto","remove",0.84,20.67,14.901599999999998,14.901599999999998,6,6,11,11,719.999,840.4587907423481
"ak205","AK-205","Carbine",9,"auto","remove",0.84,20.67,14.901599999999998,14.901599999999998,6,6,11,11,719.999,846.2486858979761
"ak205","AK-205","Carbine",10,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,719.999,931.0423178632429
"ak205","AK-205","Carbine",11,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,719.999,932.5076203484572
"ak205","AK-205","Carbine",20,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,719.999,945.9287070701006
"ak205","AK-205","Carbine",21,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,719.999,947.4462032031415
"ak205","AK-205","Carbine",25,"auto","remove",0.84,15.07,14.901599999999998,14.901599999999998,6,6,13,13,719.999,1036.9029888908178
"ak205","AK-205","Carbine",30,"auto","remove",0.84,15.07,14.901599999999998,14.901599999999998,6,6,13,13,719.999,1044.678788890818
"ak205","AK-205","Carbine",31,"auto","remove",0.84,15.07,14.901599999999998,14.901599999999998,6,6,13,13,719.999,1046.2503431032235
"ak205","AK-205","Carbine",35,"auto","remove",0.84,15.07,12.6588,12.6588,7,7,14,14,719.999,1135.9252379650527
"ak205","AK-205","Carbine",36,"auto","remove",0.84,15.07,12.6588,12.6588,7,7,14,14,719.999,1137.5245379650526
"ak205","AK-205","Carbine",37,"auto","remove",0.84,14.62,12.6588,12.6588,7,7,14,14,719.999,1139.1294379650526
"ak205","AK-205","Carbine",50,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,719.999,1160.5124379650526
"ak205","AK-205","Carbine",60,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,719.999,1177.635911393924
"ak205","AK-205","Carbine",74,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,719.999,1202.638229743926
"ak205","AK-205","Carbine",75,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,719.999,1204.471427217874
"ak205","AK-205","Carbine",76,"auto","remove",0.84,12.76,12.2808,12.2808,7,7,15,15,719.999,1289.6444870392875
"ak205","AK-205","Carbine",83,"auto","remove",0.84,12.76,12.2808,12.2808,7,7,15,15,719.999,1302.703746623939
"ak205","AK-205","Carbine",85,"auto","remove",0.84,12.76,12.2808,12.2808,7,7,15,15,719.999,1306.4940870392875
"ak205","AK-205","Carbine",100,"auto","remove",0.84,12.76,10.718399999999999,10.718399999999999,8,8,16,16,719.999,1419.1169361135223
"ak205","AK-205","Carbine",120,"auto","remove",0.84,12.76,10.718399999999999,10.718399999999999,8,8,16,16,719.999,1460.6399361135225
"ak205","AK-205","Carbine",150,"auto","remove",0.84,12.76,10.718399999999999,10.718399999999999,8,8,16,16,719.999,1528.6372361135222
"ak205","AK-205","Carbine",200,"auto","remove",0.84,12.76,10.718399999999999,10.718399999999999,8,8,16,16,719.999,1659.1029361135224
"ak205","AK-205","Carbine",250,"auto","remove",0.84,12.76,10.718399999999999,10.718399999999999,8,8,16,16,719.999,1814.5196361135224
"ak205","AK-205","Carbine",300,"auto","remove",0.84,12.76,10.718399999999999,10.718399999999999,8,8,16,16,719.999,1999.6591361135224
"m417a2","M417 A2","Carbine",1,"auto","remove",0.84,35.22,23.083199999999998,23.083199999999998,4,4,7,7,654.545,551.4314562925017
"m417a2","M417 A2","Carbine",5,"auto","remove",0.84,35.22,23.083199999999998,23.083199999999998,4,4,7,7,654.545,557.2060819447097
"m417a2","M417 A2","Carbine",9,"auto","remove",0.84,35.22,23.083199999999998,23.083199999999998,4,4,7,7,654.545,563.0621679021162
"m417a2","M417 A2","Carbine",10,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,656.2057689217354
"m417a2","M417 A2","Carbine",11,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,657.687812268828
"m417a2","M417 A2","Carbine",20,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,671.2622882909571
"m417a2","M417 A2","Carbine",21,"auto","remove",0.84,27.48,23.083199999999998,23.083199999999998,4,4,8,8,654.545,672.797112268828
"m417a2","M417 A2","Carbine",25,"auto","remove",0.84,21.56,23.083199999999998,23.083199999999998,4,4,9,9,654.545,770.6572158349675
"m417a2","M417 A2","Carbine",30,"auto","remove",0.84,21.56,23.083199999999998,23.083199999999998,4,4,9,9,654.545,778.5218425929463
"m417a2","M417 A2","Carbine",31,"auto","remove",0.84,21.56,23.083199999999998,23.083199999999998,4,4,9,9,654.545,780.1113425929464
"m417a2","M417 A2","Carbine",35,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,654.545,878.1920504982936
"m417a2","M417 A2","Carbine",36,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,654.545,879.8095729170645
"m417a2","M417 A2","Carbine",37,"auto","remove",0.84,20.67,18.1104,18.1104,5,5,10,10,654.545,881.432863310038
"m417a2","M417 A2","Carbine",50,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,903.0602531670066
"m417a2","M417 A2","Carbine",60,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,920.3793728994087
"m417a2","M417 A2","Carbine",74,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,945.6674320305536
"m417a2","M417 A2","Carbine",75,"auto","remove",0.84,20.67,17.3628,17.3628,5,5,10,10,654.545,947.5215729170645
"m417a2","M417 A2","Carbine",76,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,654.545,1041.0489598480922
"m417a2","M417 A2","Carbine",83,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,654.545,1054.2574537925161
"m417a2","M417 A2","Carbine",85,"auto","remove",0.84,17.13,17.3628,17.3628,5,5,11,11,654.545,1058.0911032411827
"m417a2","M417 A2","Carbine",100,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1179.3820125829573
"m417a2","M417 A2","Carbine",120,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1221.3795335653012
"m417a2","M417 A2","Carbine",150,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1290.1539335653013
"m417a2","M417 A2","Carbine",200,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1422.1106335653012
"m417a2","M417 A2","Carbine",250,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1579.3035335653012
"m417a2","M417 A2","Carbine",300,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,654.545,1766.5589335653012
"grtbc","GRT-BC","Carbine",1,"auto","remove",0.84,26.05,18.1104,18.1104,5,5,9,9,830.769,579.2029056165348
"grtbc","GRT-BC","Carbine",5,"auto","remove",0.84,26.05,18.1104,18.1104,5,5,9,9,830.769,584.9529117123168
"grtbc","GRT-BC","Carbine",9,"auto","remove",0.84,26.05,18.1104,18.1104,5,5,9,9,830.769,590.7839382716495
"grtbc","GRT-BC","Carbine",10,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,830.769,664.4767805556056
"grtbc","GRT-BC","Carbine",11,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,830.769,665.9524805556057
"grtbc","GRT-BC","Carbine",20,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,830.769,679.4690613742265
"grtbc","GRT-BC","Carbine",21,"auto","remove",0.84,21.56,18.1104,18.1104,5,5,10,10,830.769,680.997350509636
"grtbc","GRT-BC","Carbine",25,"auto","remove",0.84,17.74,18.1104,18.1104,5,5,11,11,830.769,759.3865213735801
"grtbc","GRT-BC","Carbine",30,"auto","remove",0.84,17.74,18.1104,18.1104,5,5,11,11,830.769,767.21759063298
"grtbc","GRT-BC","Carbine",31,"auto","remove",0.84,17.74,18.1104,18.1104,5,5,11,11,830.769,768.8003169823545
"grtbc","GRT-BC","Carbine",35,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,830.769,847.4091520465057
"grtbc","GRT-BC","Carbine",36,"auto","remove",0.84,17.74,14.901599999999998,14.901599999999998,6,6,12,12,830.769,849.0198198819107
"grtbc","GRT-BC","Carbine",37,"auto","remove",0.84,17.13,14.901599999999998,14.901599999999998,6,6,12,12,830.769,850.6361349315997
"grtbc","GRT-BC","Carbine",50,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,872.171231517486
"grtbc","GRT-BC","Carbine",60,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,889.416443199821
"grtbc","GRT-BC","Carbine",74,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,914.5965651235181
"grtbc","GRT-BC","Carbine",75,"auto","remove",0.84,17.13,14.389199999999999,14.389199999999999,6,6,12,12,830.769,916.442823289944
"grtbc","GRT-BC","Carbine",76,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,830.769,990.5177745836286
"grtbc","GRT-BC","Carbine",83,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,830.769,1003.6699022665543
"grtbc","GRT-BC","Carbine",85,"auto","remove",0.84,14.62,14.389199999999999,14.389199999999999,6,6,13,13,830.769,1007.4872074074742
"grtbc","GRT-BC","Carbine",100,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,830.769,1109.2071496914305
"grtbc","GRT-BC","Carbine",120,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,830.769,1151.0255266955492
"grtbc","GRT-BC","Carbine",150,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,830.769,1219.506442265741
"grtbc","GRT-BC","Carbine",200,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,830.769,1350.9000496914305
"grtbc","GRT-BC","Carbine",250,"auto","remove",0.84,14.62,12.2808,12.2808,7,7,14,14,830.769,1507.4220496914304
